,id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries,clean_tweet,word_length,sentiment,sentiment_polar
320,1266034662515675142,Thu May 28 15:52:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @andibachtiar: Pembenaran sih slalu ada, sama kayak alesan org nyolong motor krn kluarganya perlu makan. Pelanggar psbb jg ngotot mudik…",pembenaran sih slalu kayak alesan nyolong motor kluarganya perlu makan pelanggar psbb ngotot mudik,in,0,18,ahmad_deza,,,andibachtiar,"Jakarta, Indonesia",,pembenaran sih slalu kayak alesan org nyolong motor krn kluarganya perlu makan pelanggar psbb jg ngotot mudik,14,-1,-9
321,1266034644668936192,Thu May 28 15:52:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@imyourstarrrrr Amat sangat, sangat amat 😭😭😭 udah pen bgt liburan 😓 dsana psbb kagak?",pen banget liburan dsana psbb tidak,in,0,0,hyog4,,,imyourstarrrrr,"Kota Yogyakarta, Yogyakarta",,udah pen bgt liburan dsana psbb kagak,6,1,4
322,1266034625744232448,Thu May 28 15:52:31 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,liranti,,,detikcom,jakarta timur,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
323,1266034613048074242,Thu May 28 15:52:28 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@jokowi Ini baru PSBB loh pak jadi dirumahsajadulu sambil ngopi hitam setengah pait.,psbb loh dirumahsajadulu ngopi hitam pait,in,0,0,IndraAlfiansy14,,,jokowi,"Kudus, Indonesia",,psbb loh dirumahsajadulu ngopi hitam pait,6,-1,-5
324,1266034612192460800,Thu May 28 15:52:27 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,eko1820,,,ustadtengkuzul,,,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
325,1266034604319727619,Thu May 28 15:52:26 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @timesyogyakarta: Sebut Berisiko, WHO Larang Indonesia Gunakan Klorokuin atasi Covid-19 -  https://t.co/ztLF8M1yTZ #timesindonesia lewat…",berisiko who larang indonesia gunakan klorokuin atasi covid,in,0,1,GresikTimes,False,timesindonesia,timesyogyakarta,,,berisiko who larang indonesia gunakan klorokuin atasi covid,9,-1,-9
326,1266034583876714496,Thu May 28 15:52:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @lurino: PSBB itu seharusnya bukan diperpanjang, tapi diperkeras. Sebab buat apa panjang, kalo nggak keras... syukur2 lincah dan tahan l…",psbb bukan diperpanjang diperkeras panjang tidak keras syukur lincah tahan l,in,0,3502,Adityatris,,,lurino,,,psbb bukan diperpanjang diperkeras panjang kalo tidak keras lincah tahan l,11,1,10
327,1266034564297666561,Thu May 28 15:52:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @wiratmadinata98: Pemerintah Aceh sedang menyiapkan diri menghadapi fase “New Normal”, ditengah Pandemi #Covid19; yaitu penyesuaian tata…",pemerintah aceh menyiapkan fase new normal ditengah pandemi penyesuaian tata,in,0,11,Disperindagaceh,,Covid19,wiratmadinata98,"Aceh, Indonesia",,pemerintah aceh menyiapkan fase new normal ditengah pandemi penyesuaian tata,11,1,5
328,1266034535830962176,Thu May 28 15:52:09 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @hamka_sutra: Yang berjiwa KADRUN :

Pemerintah mengistruksikan PSBB, mereka berteriak pemerintah dzolimi rakyat (padahal sebelumnya mer…",berjiwa kadrun pemerintah mengistruksikan psbb berteriak pemerintah dzolimi rakyat mer,in,0,7,Chaterinee_08,,,hamka_sutra,"Kota Tangerang, Banten",,sutra berjiwa kadrun pemerintah mengistruksikan psbb berteriak pemerintah dzolimi rakyat mer,11,1,1
329,1266034527266193408,Thu May 28 15:52:07 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pliss atuhlah corona, psbb, jangan diperpanjang, hubungan aku sama dia aja ga manjang, masa mau diperpanjang, aing tuh pengen main basket, pengen ketemu babaturan, pengen nongski, ah pokoknya loba kahayang:( https://t.co/LXhLdLxQgq",pliss atuhlah corona psbb diperpanjang ga manjang diperpanjang tuh pengen main basket pengen ketemu babaturan pengen nongski ah pokoknya loba kahayang,in,0,0,zaziii12,False,,,,,pliss atuhlah corona psbb diperpanjang aja ga manjang diperpanjang aing tuh pengen main basket pengen ketemu babaturan pengen nongski ah pokoknya loba kahayang,21,1,13
330,1266034522245656577,Thu May 28 15:52:06 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Banyak kali yg uda ke brastagi tapi katanya psbb?,uda brastagi katanya psbb,in,0,0,kahfiwiratama,,,,,,uda brastagi katanya psbb,4,-1,-1
331,1266034514700038145,Thu May 28 15:52:04 +0000 2020,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Aku ngepoin IG-nya RK, beliau tadi bahkan ngancem psbb sampai tahun depan kl kurva-nya belum normal. Berarti pemahaman pemerintah jabar nih masih psbb aja kan...

naha atuh ujug2 keluar statement new normal?

Puyeng, jir.",ngepoin ig nya rk ngancem psbb kurva nya normal pemahaman pemerintah jabar psbb kan naha kalau begitu ujug keluar statement new normal puyeng anjing,in,0,7,vermethyst,,,,Nuniversity ECCE Department ,,ngepoin ig nya rk ngancem psbb kl kurva nya normal pemahaman pemerintah jabar nih psbb aja kan naha atuh keluar statement new normal puyeng jir,24,-1,-14
332,1266034509486657538,Thu May 28 15:52:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TaraWinat4: Mahasiswa Geram dengan Mendagri Tito yang Anggap Acara Makan-makan IPDN Tidak Langgar PSBB

*******
Ternyata aturan cuma di…",mahasiswa geram mendagri tito anggap makan makan ipdn tidak langgar psbb aturan,in,0,18,toranaga3000,,,TaraWinat4,"Barbourville, KY",,mahasiswa geram mendagri tito anggap makan makan ipdn tidak langgar psbb aturan,12,1,6
333,1266034506625998848,Thu May 28 15:52:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,alifian820,,,ustadtengkuzul,,,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
334,1266034502176038913,Thu May 28 15:52:01 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @OfficialiNewsTV: Kondisi lalu lintas pascalebaran saat Pembatasan Sosial Berskala Besar (PSBB) di sejumlah daerah. Sejumlah pelanggar P…,lintas pascalebaran pembatasan sosial berskala psbb daerah pelanggar p,in,0,2,greencherry59,,,OfficialiNewsTV,"Tegalrejo, Indonesia",,lintas pascalebaran pembatasan sosial berskala psbb daerah pelanggar p,9,1,1
335,1266034490930892801,Thu May 28 15:51:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @berlianidris: Gugus tugas #COVID19 menyatakan Surabaya bisa jadi Wuhan, sementara beredar materi presentasi Dinas Pendidikan Provinsi J…",gugus tugas surabaya wuhan beredar materi presentasi dinas pendidikan provinsi j,in,0,562,rachmanmmm,,COVID19,berlianidris,,,gugus tugas surabaya wuhan beredar materi presentasi dinas pendidikan provinsi j,12,-1,-3
336,1266034479656611841,Thu May 28 15:51:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TaraWinat4: Mahasiswa Geram dengan Mendagri Tito yang Anggap Acara Makan-makan IPDN Tidak Langgar PSBB

*******
Ternyata aturan cuma di…",mahasiswa geram mendagri tito anggap makan makan ipdn tidak langgar psbb aturan,in,0,18,mr_supiansyah,,,TaraWinat4,Indonesia,,mahasiswa geram mendagri tito anggap makan makan ipdn tidak langgar psbb aturan,12,1,6
337,1266034453433868291,Thu May 28 15:51:50 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @rachmadnoka_: PSBB = PERCINTAAN SAYA BABAK BELUR

😭😭😭😭😭",psbb percintaan babak belur,in,0,1,rifatazkaaaa,,,rachmadnoka_,"Ljusnarsberg, Sverige",,psbb percintaan babak belur,4,-1,-1
338,1266034446358044672,Thu May 28 15:51:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ReiMichie99: Berikut terdapat 10 hal penting memahami New Normal (Tatanan Baru), seperti dicatat Tonin, terkait COVID19 dan pasca-PSBB:",memahami new normal tatanan dicatat tonin terkait covid pasca psbb,in,0,8,DeHoutman7,,,ReiMichie99,"Leipzig, Germany",,memahami new normal tatanan dicatat tonin terkait pasca psbb,10,1,1
339,1266034434588852225,Thu May 28 15:51:45 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KakekHalal: PSBB : 
Rakyat nanti makan apa krn tdk bisa cari nafkah.

New Normal :
Pemerintah sengaja membunuh rakyatnya secara halus k…",psbb rakyat makan tidak cari nafkah new normal pemerintah sengaja membunuh rakyatnya halus,in,0,9,Nitizen_Zen,,,KakekHalal,Republic INDON,,psbb rakyat makan krn tidak cari nafkah new normal pemerintah sengaja membunuh rakyatnya halus k,13,1,1
340,1266034394092851205,Thu May 28 15:51:35 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@fokusjabar Hasil evaluasinya PSBB nya bagaimana ? Seperti apa ? Apa saja yg kurang dan hrs lebih diperhatikan ? Jika tdk ada informasi evaluasi sebagai warga Jabar bingung, jgn2 ini hoax lagi.",hasil evaluasinya psbb nya diperhatikan tidak informasi evaluasi warga jabar bingung isu bohong,in,0,37000,IKadarrusman,,,fokusjabar,"Kota Bandung, Jawa Barat",,hasil evaluasinya psbb nya hrs diperhatikan tidak informasi evaluasi jabar bingung hoax,13,-1,-5
341,1266034362857881600,Thu May 28 15:51:28 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,sherasalsaaa,,,detikcom,Dunia Nyata & Dunia Maya,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
342,1266034341966036993,Thu May 28 15:51:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Firasatku psbb akan menjadi hal yg normal, dikemudian hari .
Koreksi kalo salah https://t.co/yYMuYfAfYO",firasatku psbb normal dikemudian koreksi salah,in,0,0,Ade_TR6,False,,,,,firasatku psbb normal dikemudian koreksi kalo salah,6,1,1
343,1266034313448980480,Thu May 28 15:51:16 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,AlfalisF,False,,Praz_Teguh,"Semarang, Jawa Tengah",,teguh hukuman langgar psbb,4,1,3
344,1266034302900252672,Thu May 28 15:51:14 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@yaelahcan Pengin banget komentar tapi sayang baru PSBB,pengin banget komentar sayang psbb,in,0,0,IndraAlfiansy14,,,yaelahcan,"Kudus, Indonesia",,pengin banget komentar sayang psbb,5,1,4
345,1266034287410728961,Thu May 28 15:51:10 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @freakandi: Thx for the new perspective
sebenarnya percaya kalo masyarakat indonesia gag 100 persen salah masalah PSBB
Lah aturannya aja…",terima kasih for new perspective percaya masyarakat indonesia tidak salah psbb aturannya,in,0,568,ahmad_deza,,,freakandi,"Jakarta, Indonesia",,thx for new perspective percaya kalo masyarakat indonesia gag salah psbb aturannya aja,12,1,14
346,1266034272067936256,Thu May 28 15:51:06 +0000 2020,"<a href=""http://www.okezone.com"" rel=""nofollow"">OkezoneMobile</a>",PSBB Jawa Barat Diperpanjang hingga Pertengahan Juni #TauCepatTanpaBatas #BeritaTerkini  . https://t.co/euc8xXp1XN,psbb jawa barat diperpanjang hingga pertengahan,in,3,0,okezonenews,False,"TauCepatTanpaBatas, BeritaTerkini",,Jakarta,,psbb jawa barat diperpanjang hingga pertengahan,8,1,4
347,1266034267647246336,Thu May 28 15:51:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ah bener2 muak sumpah mana diperpanjang lagi psbb nya ih kesel sendiri😭😭,ah benar muak sumpah diperpanjang psbb nya ih kesel,in,0,0,sisylsylvia,,,,Indonesia,,ah muak sumpah diperpanjang psbb nya ih kesel,9,-1,-3
348,1266034253038366721,Thu May 28 15:51:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,DamarEvans_06,,,detikcom,Patirtan Ardhanareswari,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
349,1266034247997014017,Thu May 28 15:51:01 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,putri_arfh,,,detikcom,"BSD, Indonesia",,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
350,1266034235866886146,Thu May 28 15:50:58 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,edittweet,,,detikcom,Selasar Istana Negara ,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
351,1266034230015848453,Thu May 28 15:50:56 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @murany16_: Tak Mampu Beli Susu saat Corona, Seorang Ayah Serahkan 2 Anaknya ke Petugas PSBB

https://t.co/BTtlNX3vzI",tidak beli susu corona ayah serahkan anaknya petugas psbb,in,0,14,rudysamosir_,False,,murany16_,suroboyo,,tak beli susu corona ayah serahkan anaknya petugas psbb,9,-1,-10
352,1266034206439665665,Thu May 28 15:50:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@dimasasshofa psbb jon tutup kabeh nggen ngopi wkw,psbb jon tutup kabeh nggen ngopi wkw,in,0,0,Afifkayat,,,dimasasshofa,,"[[112.578062, -7.965894], [112.643339, -7.965894], [112.643339, -7.920736], [112.578062, -7.920736]]",psbb jon tutup kabeh nggen ngopi wkw,7,-1,-1
353,1266034196239155202,Thu May 28 15:50:48 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Besok hari terkahir psbb Bekasi🤸,besok terkahir psbb bekasi,in,2,2,bunyikentut,,,,Bekasi,,besok terkahir psbb bekasi,4,-1,-3
354,1266034176056147969,Thu May 28 15:50:44 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @black__valley1: Tak Mampu Beli Susu Saat PSBB, Seorang Ayah Berniat Serahkan Anaknya Pada Petugas

Gua bingung sama ni orang. Punya mob…",tidak beli susu psbb ayah berniat serahkan anaknya petugas bingung mob,in,0,11,Rasyid2713,,,black__valley1,"Grogol Petamburan, Indonesia",,tak beli susu psbb ayah berniat serahkan anaknya petugas gua bingung ni mob,12,-1,-10
355,1266034113653248000,Thu May 28 15:50:29 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,irfansyahkillms,,,detikcom,Jakarta Selatan - Pekalongan,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
356,1266034112646705156,Thu May 28 15:50:28 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AlateNaa psbb gabole,psbb gabole,in,0,0,searieldose,,,AlateNaa,,,psbb gabole,2,-1,-2
357,1266034102664196096,Thu May 28 15:50:26 +0000 2020,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",@null PSBB Jawa Barat Diperpanjang hingga Pertengahan Juni Provinsi Jawa Barat (Jabar)  https://t.co/NJ7sR8Hc9w,psbb jawa barat diperpanjang hingga pertengahan provinsi jawa barat jabar,in,0,0,GED0NG,False,,,,,psbb jawa barat diperpanjang hingga pertengahan provinsi jawa barat jabar,10,1,4
358,1266034096620204032,Thu May 28 15:50:25 +0000 2020,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",@null PSBB Jawa Barat Diperpanjang hingga Pertengahan Juni Provinsi Jawa Barat (Jabar)  https://t.co/K4VV3fyYxA,psbb jawa barat diperpanjang hingga pertengahan provinsi jawa barat jabar,in,0,0,KEZIAAM0UR,False,,,,,psbb jawa barat diperpanjang hingga pertengahan provinsi jawa barat jabar,10,1,4
359,1266034092673429505,Thu May 28 15:50:24 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Karna masyarakat senang mencicil maka pemerintahpun mencicil kebijakan psbb. Diundur lagi, diundur lagi",masyarakat senang mencicil maka pemerintahpun mencicil kebijakan psbb diundur diundur,in,0,0,rais_fath,,,,,,karna masyarakat senang mencicil maka pemerintahpun mencicil kebijakan psbb diundur diundur,10,1,8
360,1266034092073574400,Thu May 28 15:50:23 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ridwankamil: Minggu ini 60% Kota/Kab Jabar sudah di zona Biru (level 2) dan 40 % di zona kuning (level 3]. Sudah tdk ada lagi yg di zon…,kota kabupaten jabar zona biru level zona kuning level tidak zon,in,0,342,sonnyprakosa7,,,ridwankamil,,,kota kab jabar zona biru level zona kuning level tidak zon,11,-1,-4
361,1266034082162458624,Thu May 28 15:50:21 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,bapakayamayaman,,,detikcom,Kandang Sebelah Rumah Pak RT,,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
362,1266034045403578374,Thu May 28 15:50:12 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@munimunch Gada yang bisa diliat didunia nyata karena lagi psbb,gada diliat didunia nyata psbb,in,0,0,nyonyapuff8,,,munimunch,,,gada diliat didunia nyata psbb,5,1,7
363,1266034037379919874,Thu May 28 15:50:10 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sebagian besar daerah implementasi PSBB aja belum efektif, sekarang malah new normal.",daerah implementasi psbb efektif new normal,in,0,0,ninarere_,,,,endonesyah,,daerah implementasi psbb aja efektif new normal,6,1,2
364,1266034028597002240,Thu May 28 15:50:08 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @detikcom: Menjelang era new normal pada 1 Juni 2020 di Jawa Barat (Jabar), terbit Surat Keputusan Gubernur Jabar Ridwan Kamil yang memp…",menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,in,0,58,NabilahAbdussa1,,,detikcom,"Kota Bandung, Jawa Barat",,menjelang era new normal jawa barat jabar terbit surat keputusan gubernur jabar ridwan kamil memp,15,1,11
365,1266034004479799296,Thu May 28 15:50:03 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hanas atoh besok psbb terakhir. Eh, diperpanjang lagi😔 https://t.co/8OVFdqqpHl",hanas atoh besok psbb eh diperpanjang,in,0,0,haniiyagi,False,,,Neptune,"[[107.5560671, -6.9145786], [107.6047605, -6.9145786], [107.6047605, -6.8879976], [107.5560671, -6.8879976]]",hanas atoh besok psbb eh diperpanjang,6,1,2
366,1266034001162104835,Thu May 28 15:50:02 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,qaediz,False,,Praz_Teguh,Bandung,,teguh hukuman langgar psbb,4,1,3
367,1266033996070187009,Thu May 28 15:50:01 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Walau psbb belajarnya jangan di skip ya nayeonie. Ayo coba baca sekali lagi https://t.co/E4BiruyR7G,psbb belajarnya skip nayeonie ayo coba baca,in,0,0,avrJEONGHAN,False,,,carat💎,,psbb belajarnya skip nayeonie ayo coba baca,7,1,10
368,1266033991779528706,Thu May 28 15:50:00 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,pratama_winia,False,,Praz_Teguh,,,teguh hukuman langgar psbb,4,1,3
369,1266033990235906049,Thu May 28 15:49:59 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PSBR, PSBB or new normal tak masalah . Seleksi alam berlaku . Tetap sehat https://t.co/MxjV0qtPmc",psbr psbb or new normal tidak seleksi alam berlaku sehat,in,0,0,NussyMerry,False,,,,,psbr psbb or new normal tak seleksi alam berlaku sehat,10,1,7
370,1266033982585503744,Thu May 28 15:49:57 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,0,Srirahmayani21,True,,Praz_Teguh,banda aceh,,teguh hukuman langgar psbb,4,1,3
371,1266033971151790081,Thu May 28 15:49:55 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ferdiriva: Banyak pasien non-emergency yang membatalkan operasi karena wabah, contohnya katarak, keluhan gigi, sinusitis, dsb. 

Manusi…",pasien non emergency membatalkan operasi wabah katarak keluhan gigi sinusitis manusi,in,0,27216,FatinisticCiute,,,ferdiriva,Booyah,,pasien non emergency membatalkan operasi wabah katarak keluhan gigi sinusitis manusi,11,-1,-12
372,1266033962989821954,Thu May 28 15:49:53 +0000 2020,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RT @freakandi: Thx for the new perspective
sebenarnya percaya kalo masyarakat indonesia gag 100 persen salah masalah PSBB
Lah aturannya aja…",terima kasih for new perspective percaya masyarakat indonesia tidak salah psbb aturannya,in,0,2,andibachtiar,,,freakandi,"ÜT: -6.243242,106.652643. Rv t",,thx for new perspective percaya kalo masyarakat indonesia gag salah psbb aturannya aja,12,1,14
373,1266033955125354496,Thu May 28 15:49:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Praz_Teguh: HUKUMAN UNTUK YANG LANGGAR PSBB https://t.co/5MCPXaDKro,hukuman langgar psbb,in,0,902,firdausfiryal,False,,Praz_Teguh,"Bandung, Jawa Barat",,teguh hukuman langgar psbb,4,1,3
374,1266033932690055168,Thu May 28 15:49:45 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANJIR GUE BARU LIATTT WKWKW PAKABAR LO PSBB DI BEKASI PANAS GINI

btw akun ini masih aktif sih kek ga mungkin gue deact jg tp skrg lebih banyak main di personal acc @nightlyliving https://t.co/ipb6a8TQD5",anjing liattt wkwkw pakabar psbb bekasi panas gini ngomong-ngomong akun aktif sih ga mungkin deact main personal accord,in,0,0,einawheaj,False,,nightlyliving,"district 13, panem",,anjir gue liattt wkwkw pakabar psbb bekasi panas gini btw akun aktif sih kek ga mungkin gue deact jg tp skrg main personal acc,18,1,2
375,1266033921143128064,Thu May 28 15:49:43 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,Anto77169670,,,ustadtengkuzul,,,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
376,1266033901996310528,Thu May 28 15:49:38 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ustadtengkuzul: Barang barang di Mall pada berjamur. Baru beberapa bulan PSBB dan rakyat awam menahan diri tidak ke Mall.
Bayangkan jik…",barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,in,0,568,Julsdono,,,ustadtengkuzul,"Jakarta Capital Region, Indone",,barang barang mall berjamur psbb rakyat awam menahan tidak mall bayangkan jik,12,-1,-3
